DATE,DESTINATION,PAX,AMOUNT,TOTAL,AGENCY
01/14/2024,EN-PPC,2,500,1000,MILAN
01/14/2024,PPC-PRIVATE,4,5000,5100,BOGS
01/14/2024,EN-JOINER,9,4400,,BOGS
01/14/2024,EN-JOINER,12,5650,,ARMAN
01/14/2024,EN-PPC,5,PRIVATE,5000,MILAN
01/14/2024,INLAND TOUR,6,PRIVATE,4000,MILAN
01/14/2024,EN-PPC,2,500,1000,MILAN
01/15/2023,PPC-EN,14(2VANS),PRIVATE,11000,CORAZON TRAVEL AND TOURS
01/15/2023,EN-PPC,1,500,500,BAYVIEW
01/15/2023,PPC-KIMURA,2,450,900,RONEL
01/15/2023,ONE EL NIDO,2,PRIVATE,4700,FHERL
01/15/2023,PPC-EN,3,500,1500,FRENDZ
01/15/2023,VINCENT,2,450,900,PASAKAY NI VINCENT
01/15/2023,FRENDZ,3,450,1350,GFS TRAVELISTA
01/15/2023,PPC-EN,2,450,900,DOUBLEGEM
01/15/2023,PICK ITI,2,1200,300,VELLAGO
01/15/2023,EN-PPC,12+1,PRIVATE,5000,MILAN
01/15/2023,PPC-JOINER,9,4800,4850,BOGS
01/15/2023,PPC-PRIVATE,10,5000,5120,ARMAN
01/15/2023,EN-PPC,1,500,500,FRENDZ
01/15/2023,EN-PPC,2,500,1000,FRENDZ
01/15/2023,EN-PPC,2,450,900,MARVIN TO FHERL
01/15/2023,EN-PPC,4,500,2000,MILAN
01/15/2023,EN-PPC,3,500,1500,MILAN
01/15/2023,EN-PPC,15,PRIVATE,7500,MILAN
01/15/2023,TO SAN VICENTE,2,600,1200,ONE EL NIDO SUITE
01/15/2023,TOUR A,3,900,2700,DMC TRAVCON TRAVEL AND TOURS
01/15/2023,DROP ITI,12,5800,,JOSEPH
01/15/2023,PPC-PRIVATE,3,500,1500,FRENDZ
01/16/2023,PPC-EN,4,PRIVATE,1100,CORAZON TRAVEL AND TOURS
01/16/2023,MILAN,4,5000,2300,JOSEPH
01/16/2023,PORT BARTON,2,450,900,PASAKAY NI VINCENT
01/17/2023,TERRA S.,9,450,4050,FHERL
01/17/2023,EN-PPC,2,550,1100, ST.JOHN
01/17/2023,PPC-EN,2,500,,FHERL
01/18/2023,EN-PPC,4,500,2000,ONE EL NIDO SUITE
01/18/2023,PICK ITI,2,PRIVATE,1000,CORAZON TRAVEL AND TOURS
01/18/2023,PPC-ONE EL NIDO,4,450,1800,FHERL
01/18/2023,EN-PPC,4,500,2000,FRENDZ
01/18/2023,EN-PPC,1,500,500,DOUBLEGEM
01/18/2023,DROP ITI,2,1200,300,VELLAGO
01/18/2023,PPC-EN,3,500,1500,MILAN
01/18/2023,PPC-EN,2,500,1000,MILAN
01/21/2023,PPC-EN,4,500,2000,MILAN
01/21/2023,EN-PPC,3,500,1500,ONE EL NIDO SUITE
01/21/2023,TOUR A,2,900,1800,DMC TRAVCON TRAVEL AND TOURS
01/21/2023,PPC-EN,3,500,1500,CORAZON TRAVEL AND TOURS
01/21/2023,PPC-EN,2,450,900,RONEL
01/21/2023,PPC-EN,1,500,500,FRENDZ
01/21/2023,VINCENT,6,450,2700,PASAKAY NI VINCENT
01/21/2023,ST.JOHN,3,450,1350,GFS TRAVELISTA
01/21/2023,PPC-EN,5,450,2250,GFS TO MAYMAY
01/23/2023,TO PORT,2,1100,2200,DMC TRAVCON TRAVEL AND TOURS
01/23/2023,DROP ITI,2,PRIVATE,1000,CORAZON TRAVEL AND TOURS
01/23/2023,PICK ITI,3,PRIVATE,1000,BAYVIEW
01/23/2023,VILLA ISRAEL-PORT,5,PRIVATE,600,FHERL
01/23/2023,EN-PPC,2,500,1000,FRENDZ
01/23/2023,VINCENT,5,450,2250,PASAKAY NI VINCENT
01/23/2023,PPC-EN,2,450,900,GFS TO MAYMAY
01/23/2023,MILAN,3,450,1350,GFS TO ALEXIS
01/23/2023,EN-PPC,2,500,1000,DOUBLEGEM
01/23/2023,PICK ITI,2,1200,300,VELLAGO
01/23/2023,PPC-EN,2,500,1000,MILAN
01/23/2023,PPC-JOINER,10,4600,5100,BOGS
01/23/2023,EN-PRIVATE,2,4500,,BOGS
01/23/2023,NAY -TOWN,5,500,,ARMAN
01/23/2023,EN-PRIVATE,13,5500,,ARMAN
01/23/2023,PPC-JOINER,10,4050,4900,JOSEPH
01/23/2023,EN-PPC,2,500,1100,CORAZON TRAVEL AND TOURS
01/23/2023,EN-PPC,1,500,500,FRENDZ
01/23/2023,EN-PPC,2,500,1000,FRENDZ
01/23/2023,PPC-EN,10,500,5000,MILAN
01/23/2023,PPC-EN,3,500,1500,MILAN
01/23/2023,EN-PPC,2,500,1000,MILAN
01/30/2023,DROP ITI,4,500,2000,ONE EL NIDO SUITE
01/30/2023,PPC-EN,2,PRIVATE,5000,CORAZON TRAVEL AND TOURS
01/30/2023,EN-PPC,1,PRIVATE,5000,TARAWIS
01/30/2023,FRENDZ,2,450,900,FHERL
01/30/2023,PICK ITI,2,PRIVATE,1000,BAYVIEW
01/30/2023,PPC-EN,2,500,1000,FRENDZ
01/30/2023,ONE EL NIDO,4,450,1800,GFS TRAVELISTA
01/30/2023,EN-PPC,3,500,1500,DOUBLEGEM
01/30/2023,DROP ITI,2,1200,300,VELLAGO
01/30/2023,PPC-EN,2,500,1000,MILAN
01/30/2023,PPC-JOINER,2,5000,5200,BOGS
01/30/2023,PPC-PRIVATE,2,5000,4800,ARMAN
01/30/2023,EN-PRIVATE,6,5000,,ARMAN
01/30/2023,EN-PRIVATE,1,5000,,JOSEPH
01/31/2023,EN-PPC,2,600,1200,ONE EL NIDO SUITE
01/31/2023,PICK ITI,4,PRIVATE,1000,CORAZON TRAVEL AND TOURS
01/31/2023,EN-PPC,2,500,1000,PANORAMA
01/31/2023,SEDA-OFFICE,3,PRIVATE,900,TARAWIS
01/31/2023,MILAN,10,PRIVATE,5000,FHERL
01/31/2023,DROP ITI,2,PRIVATE,1000,BAYVIEW
01/31/2023,EN-PPC,1,500,500,FRENDZ
01/31/2023,ENTALULA,2,450,900,PASAKAY NI VINCENT
01/31/2023,EN-PPC,2,500,1000,DOUBLEGEM
01/31/2023,PPC-EN,3,500,1500,MILAN
01/31/2023,EN-JOINER,11,5250,,BOGS
01/31/2023,PPC-JOINER,11,5200,5520,ARMAN
01/31/2023,EN-JOINER,11,5500,,ARMAN
02/13/2023,EN-PPC,9,550,4950, ST.JOHN
02/13/2023,DROP ITI,11,5900,,ARMAN
02/13/2023,EN-PPC,4,1000,,DA ROCK
02/13/2023,EN-JOINER,2,1200,300,VELLAGO
02/13/2024,FRENDZ,13,7000,,ARMAN
02/14/2023,EN-PBARTON,2,PRIVATE,1000,BAYVIEW
02/14/2023,PPC-EN,1,500,500,CORAZON TRAVEL AND TOURS
02/14/2023,DROP ITI,11,5300,,DA ROCK
02/14/2023,PPC-JOINER,1,450,450,FHERL 
02/14/2024,EN-PPC,5,PRIVATE,5500, ST.JOHN
02/14/2024,EN-PPC,2,PRIVATE,5000,ONE EL NIDO SUITE
02/14/2024,UR TOUR,6,2200,13200,DMC TRAVCON TRAVEL AND TOURS
02/14/2024,PPC-EN,4,PRIVATE,5000,CORAZON TRAVEL AND TOURS
02/14/2024,MALVAR-EN,1,450,450,TARAWIS
02/14/2024,PPC-EN,2,500,1000,BAYVIEW
02/14/2024,EN-PPC,3,450,1350,ROLANDO aka INSTEK
02/14/2024,ROBINSON,2,450,900,RONEL
02/14/2024,DROP ITI,2,PRIVATE,800,FHERL
02/14/2024,GO HOTEL,1,450,450,GFS TRAVELISTA
02/14/2024,DROP ITI,2,PRIVATE,1000,DOUBLEGEM
02/14/2024,EN-PPC,2,500,1000,MILAN
02/14/2024,PPC-PRIVATE,4,5000,5500,JOSEPH
02/14/2024,EN-PRIVATE,2,5000,,DA ROCK
02/14/2024,PPC-PRIVATE,5,5000,5023,DA ROCK
02/14/2024,PPC-JOINER,11,4450,5320,ARMAN
02/14/2024,EN-JOINER,11-Jan,5900,,ARMAN
02/14/2024,MILAN,2,450,900,FHERL
02/15/2023,Inland tour,6,900,5400,DMC TRAVCON TRAVEL AND TOURS
02/15/2023,EN-PPC,20 (3 VANS),PRIVATE,16500,CORAZON TRAVEL AND TOURS
02/15/2023,DROP ITI,2,PRIVATE,1000,BAYVIEW
02/15/2023,EN-PPC,2,450,900,ROLANDO aka INSTEK
02/15/2023,VINCENT,3,450,1350,PASAKAY NI VINCENT
02/15/2023,EN-PPC,2,500,1000,DOUBLEGEM
02/15/2023,PICK ITI,3,1200,300,VELLAGO
02/15/2023,PPC-EN,15,PRIVATE,7500,MILAN
02/15/2023,EN-PRIVATE,20(3 VANS),5500,,JOSEPH
02/15/2023,EN-JOINER,11,5150,,DA ROCK
02/15/2023,PPC-PRIVATE,12,6000,5470,ARMAN
02/15/2023,EN-JOINER,12,4900,,ARMAN
02/15/2023,EN-PPC,1,500,500,FRENDZ
02/15/2023,EN-PPC,4,500,2000,MILAN
02/15/2023,EN-PPC,2,500,1000,MILAN
02/15/2023,EN-PPC,2,PRIVATE,1000,CORAZON TRAVEL AND TOURS
02/15/2023,EN-PPC,10,4500,,JUN BURNET
02/15/2023,PPC-JOINER,17,PRIVATE,10000,MILAN
02/16/2023,PPC-EN,2,500,1000,MILAN
02/16/2023,EN-PPC,2,450,900,ROLANDO aka INSTEK
02/16/2023,TOUR A,12,5700,5320,ARMAN
02/16/2023,EN-PRIVATE,1,450,450,MARVIN TO FHERL
02/17/2023,EN-PPC,1,500,500,MILAN
02/17/2023,EN-PPC,2,,2400,CORAZON TRAVEL AND TOURS
02/17/2023,DROP ITI,02-Jan,5000,,ARMAN
02/17/2023,PPC-JOINER,2,450,900,FHERL TO MARVIN
02/18/2023,PPC-EN,10(2 VANS),PRIVATE,10000,CORAZON TRAVEL AND TOURS
02/18/2023,EN-PPC,1,450,450,TARAWIS
02/18/2023,PPC-EN,2,500,1000,ROCK VIEW
02/18/2023,P.BARTON,2,500,1000,TROPICAL TRAVEL AND TOURS 
02/18/2023,EN-PPC,4,500,2000,BAYVIEW
02/18/2023,MILAN,2,450,900,FHERL TO ANSLEY
02/18/2023,EN-PPC,2,450,900,ROLANDO aka INSTEK
02/18/2023,PPC-EN,1,500,500,FRENDZ
02/18/2023,ROCKVIEW,2,450,900,FHERL
02/18/2023,DROP ITI,2,1200,300,VELLAGO
02/18/2023,PPC-EN,2,500,1000,MILAN
02/18/2023,PPC-PRIVATE,10(2 VANS),5000,4692,JOSEPH
02/18/2023,EN-JOINER,11,5500,,DA ROCK
02/18/2023,PPC-PRIVATE,10(2VANS),5000,4900,ARMAN
02/18/2023,EN-JOINER,10,4900,,ARMAN
02/18/2023,EN-PPC,9,500,4500,CORAZON TRAVEL AND TOURS
02/18/2023,EN-PPC,2,500,1000,BAYVIEW
02/18/2023,DROP ITI,2,PRIVATE,1000,BAYVIEW
02/18/2023,PICK ITI,2,1200,300,VELLAGO
02/18/2023,EN-PPC,6,500,3000,MILAN
02/18/2023,COCO-MILAN R/T,2,PRIVATE,1000,BAYVIEW
02/18/2023,EN-PPC,11,4400,1000,JOSEPH
02/18/2023,EN-JOINER,2,500,1000,MILAN
02/19/2023,DROP ITI,1,500,500,FRENDZ
02/19/2023,EN-PPC,10,4450,,JOSEPH
02/19/2023,EN-PPC,2,1200,300,VELLAGO
02/20/2023,MILAN,2,500,1000,MILAN
02/20/2023,EN-PPC,3,500,1500,CORAZON TRAVEL AND TOURS
02/20/2023,TOUR C,4,450,1800,FHERL 
02/21/2023,PPC-EN,5,PRIVATE,600,DOUBLEGEM
02/21/2023,PICK ITI,2,1200,300,VELLAGO
02/21/2023,PPC-EN,5,500,2500,MILAN
02/21/2023,PPC-JOINER,12,5100,6250,ARMAN
02/21/2023,2 ITI,7/I,2000,,ARMAN
02/21/2023,PPC-EN,2,500,1000,BAYVIEW
02/21/2023,EN-PPC,9,500,4500,MILAN
02/21/2023,EN-PPC,7,PRIVATE,5000,MILAN
02/21/2023,PPC-EN,2,500,1000,MILAN
02/21/2023,EN-PPC,2,PRIVATE,5000, ST.JOHN
02/21/2023,EN-PPC,4,500,2000,ONE EL NIDO SUITE
02/21/2023,TOUR C,4,1100,4400,DMC TRAVCON TRAVEL AND TOURS
02/21/2023,TOUR C,2,1100,2200,DMC TRAVCON TRAVEL AND TOURS
02/21/2023,PPC-EN,1,500,500,CORAZON TRAVEL AND TOURS
02/21/2023,PPC-UR-BARTON,2,PRIVATE,7000,TARAWIS
02/21/2023,EN-PPC,3,500,1500,ROCK VIEW
02/21/2023,PICK ITI,2,PRIVATE,1000,BAYVIEW
02/21/2023,EN-PPC,6+1,500,3000,MILAN
02/21/2023,EN-PPC,2,,,CORAZON TRAVEL AND TOURS
02/21/2023,EN-PPC,7,PRIVATE,5000,MILAN
02/22/2023,PICK ITI,13,PRIVATE,5500,MILAN
02/22/2023,PICK ITI,2,500,1000,BAYVIEW
02/22/2023,PICK ITI,2,1200,300,VELLAGO
02/23/2023,EN-PPC,4+2,1000,1000,DMC TRAVCON TRAVEL AND TOURS
02/23/2023,EN-REMA,2,550,1100,DMC TRAVCON TRAVEL AND TOURS
02/23/2023,PICK ITI,3,1500,1500,DMC TRAVCON TRAVEL AND TOURS
02/23/2023,PPC-EN,2,500,1000,CORAZON TRAVEL AND TOURS
02/23/2023,PPC-EN,1,450,450,TARAWIS
02/23/2023,MILAN,4,450,1800,FHERL
02/23/2023,PPC-EN,2,500,1000,ROCK VIEW
02/23/2023,PPC-EN,2,500,1000,BAYVIEW
02/23/2023,MILAN,2,1200,300,VELLAGO
02/23/2023,EN-PPC,2,PRIVATE,1000,BAYVIEW
02/23/2023,EN-PPC,5,500,2500,MILAN
02/24/2023,PICK ITI,2,450,900,JHEOFREY TO FHERL
02/24/2023,EN-PPC,1,500,500,FRENDZ
02/24/2023,DROP ITI,2,PRIVATE,1000,ELNIDO BAYVIEW RESORT
02/25/2023,EN-PPC,2,500,1000,THUMPS UP
02/25/2023,PICK ITI,2,TRIC,500,MILAN
02/25/2023,PPC-EN,2,7000,2000,VELLAGO
02/26/2023,PPC-EN,2,1200,300,VELLAGO
02/26/2023,PPC-EN,3,PRIVATE,5000,BAYVIEW
02/26/2023,EN-PPC,2,500,1000,MILAN
02/27/2023,EN-PRIVATE,4,500,2000,MILAN
02/27/2023,INLAND TOUR,2,500,1000,ELNIDO BAYVIEW RESORT
02/27/2023,EN-PPC,2,5000,,BOGS
02/28/2023,2 TRANSFERS,15+1,PRIVATE,4000,MILAN
02/28/2023,PPC-EN,2,500,1000,MILAN
02/28/2023,EN-PPC,10,1200,,BOGS
02/29/2023,PPC-EN,6+1,500,3000,MILAN
02/29/2023,EN-PPC,3,500,1500,THUMPS UP
02/29/2023,EN-PPC,2,PRIVATE,5000,BAYVIEW
03/13/2023,EN-PPC,2,PRIVATE,1000,MILAN
03/13/2024,TRIC TRANSFER,2,550,1100,THUMPS UP
03/13/2024,EN-PPC,2,450,900,MARVIN TO FHERL
03/13/2024,EN-PPC,5+1,500,2500,MILAN
03/13/2024,EN-PPC,3,500,1500,MILAN
03/13/2024,EN-PPC,4,500,2000,MILAN
03/14/2023,EN-PPC,5,PRIVATE,1000,BAYVIEW
03/14/2023,DROP ITI,2,1400,500,VELLAGO
03/14/2023,EN-PPC,7,500,3500,MILAN
03/14/2023,EN-PPC,6+1,500,3000,MILAN
03/14/2023,PPC-EN,2,500,1000,MILAN
03/14/2023,EN-PPC,2,500,1000,MILAN
03/14/2023,DROP ITI,2,100,200,DMC TRAVCON TRAVEL AND TOURS
03/14/2024,DROP ITI,2,PRIVATE,3500,THUMPS UP
03/14/2024,TRIC TRANSFER,1WAY,300,300,DMC TRAVCON TRAVEL AND TOURS
03/15/2023,DROP ITI,2,500,1000,THUMPS UP
03/15/2023,PPC-PALMERA INN,4,450,1800,RONEL
03/15/2023,EN-PPC,1,500,500,FRENDZ
03/15/2023,EN-PPC,2,500,1000,FRENDZ
03/15/2023,EN-PPC,2,500,1000,DOUBLEGEM
03/15/2023,PPC-EN,9,500,4500,MILAN
03/15/2023,EN-PPC,3,PRIVATE,1000,CORAZON TRAVEL AND TOURS
03/16/2023,PPC-EN,9,PRIVATE,5900,CORAZON TRAVEL AND TOURS
03/17/2023,EN-PPC,3,450,1350,MARVIN TO FHERL
03/18/2023,DROP ITI,4,500,2000,MILAN
03/18/2023,PICK ITI,8,PRIVATE,1000,THUMPS UP
03/18/2023,PICK ITI,3,PRIVATE,1000,CORAZON TRAVEL AND TOURS
03/18/2023,DROP ITI,3,PRIVATE,1000,BAYVIEW
03/18/2023,PICK ITI,2,1200,300,VELLAGO
03/18/2023,PPC-EN,2+1,500,1000,MILAN
03/18/2023,EN-PPC,2,1200,300,VELLAGO
03/19/2023,EN-PPC,2,500,1000,MILAN
03/20/2023,EN-PPC,5,500,2500,MILAN
03/21/2023,PPC-EN,7,500,3500,MILAN
03/22/2023,PPC-EN,5,450,2250,PASAKAY NI VINCENT
03/22/2023,PPC-EN,2,500,1000,MILAN
03/22/2023,EN-PPC,1,500,500,MILAN
03/22/2023,PPC-EN,2,PRIVATE,2000,VELLAGO
03/23/2023,PPC-EN,4,500,2000,MILAN
03/24/2023,EN-PPC,1,PRIVATE,5000,BAYVIEW
03/25/2023,PPC-EN,2,450,900,GFS TO MAYMAY
03/26/2023,PPC-EN,3,450,1350,GFS TO MAYMAY
03/27/2023,EN-PPC,2,1000,,VELLAGO
03/28/2023,PPC-EN,2,500,1000,MILAN
03/29/2023,PPC-EN,18,PRIVATE,10000,MILAN
03/30/2023,EN-PPC,2,450,900,JHEOFREY TO FHERL
03/31/2023,DROP ITI,2,1200,300,VELLAGO
04/13/2023,STUNNING,2,500,1000,MILAN
04/13/2023,DROP ITI,4,PRIVATE,1000,MILAN
04/13/2023,DROP ITI,14,500,7000,ELNIDO BAYVIEW RESORT
04/14/2023,DROP ITI,2,PRIVATE,1000,DOUBLEGEM
04/14/2023,EN-PPC,7,500,3500,MILAN
04/14/2023,EN-PPC,1,500,500,MILAN
04/14/2023,EN-PPC,4,500,2000,MILAN
04/14/2023,EN-PPC,4,500,2000,MILAN
04/14/2023,PPC-EN,2,1200,300,VELLAGO
04/15/2023,MIKEE,3,450,1350,BAYET TO FHERL
04/16/2023,PPC-EN,8,500,4000,MILAN
04/17/2023,PPC-JOINER,14,7000,4600,BOGS
04/18/2023,EN-PRIVATE,2,500,1000,MILAN
04/18/2023,EN-PPC,7,PRIVATE,5500,THUMPS UP
04/18/2023,EN-PPC,2,550,1100, ST.JOHN
04/18/2023,DROP ITI,8(2 VANS),PRIVATE,2000,CORAZON TRAVEL AND TOURS
04/18/2023,PPC-EN,2,500,1000,BAYVIEW
04/18/2023,DROP ITI,2,PRIVATE,1000,BAYVIEW
04/18/2023,PPC-EN,2,500,1000,MILAN
04/18/2023,EN-PPC,7,500,3500,MILAN
04/18/2023,EN-PPC,19,5000,,BOGS
04/19/2023,PPC-JOINER,11,5150,5150,BOGS
04/20/2023,EN-PPC,3,500,1500,FRENDZ
04/21/2023,EN-PPC,1,500,500,FRENDZ
04/21/2023,ENCHANTRES,5,450,2250,FHERL
04/21/2023,PICK ITI,1,900,,VELLAGO
04/21/2023,ONE EL NIDO,3,450,1350,FHERL 
04/21/2023,PPC-EN,14+2,PRIVATE,7500,MILAN
04/21/2023,PPC-UR-BARTON,2,7000,10855,JOSEPH
04/21/2023,PPC-PRIVATE,7,500,3500,MILAN
04/22/2023,EN-PPC,3,500,1500,THUMPS UP
04/22/2023,MILAN,2,450,900,FHERL
04/22/2023,EN-PPC,4,PRIVATE,5000,BAYVIEW
04/22/2023,DROP ITI,2,PRIVATE,1000,BAYVIEW
04/22/2023,EN-PPC,1,500,500,FRENDZ
04/22/2023,PPC-EN,4,500,2000,MILAN
04/22/2023,PICK ITI,7,PRIVATE,5000,MILAN
04/23/2023,EN-PPC,4,PRIVATE,5000,BAYVIEW
04/24/2023,MCDONALDS,2,450,900,JHEOFREY TO FHERL
04/25/2023,PORT-LA PLAGE,2,1000,300,VELLAGO
04/26/2023,PPC-EN,4,500,2000,MILAN
04/27/2023,PICK ITI,2,900,,VELLAGO
04/28/2023,PORT B-PPC,12(2 vans),PRIVATE,10000,CORAZON TRAVEL AND TOURS
04/29/2023,EN-PPC,2,PRIVATE,5000,BAYVIEW
04/30/2023,EN-PPC,3,500,1500,THUMPS UP
04/30/2023,EN-PPC,1,500,500,FRENDZ
05/13/2023,PICK ITI,12,PRIVATE,1000,THUMPS UP
05/13/2023,DROP-ITI,2,1200,300,VELLAGO
05/13/2023,PPC-EN,5,500,2500,MILAN
05/13/2023,EN-PPC,2,500,1000,MILAN
05/13/2023,EN-PPC,2,500,1000,MILAN
05/13/2023,EN-PPC,1,500,500,MILAN
05/13/2023,EN-PPC,3,PRIVATE,1000,BAYVIEW
05/14/2023,EN-PPC,5+2,500,3000,THUMPS UP
05/14/2023,PICK ITI,8,PRIVATE,1000,THUMPS UP
05/14/2023,DROP ITI,2,1200,300,VELLAGO
05/14/2023,EN-PPC,2,500,1000,BAYVIEW
05/14/2023,EN-PPC,8,500,4000,MILAN
05/14/2023,EN-PPC,2,500,1000,MILAN
05/14/2023,EN-PPC,2,500,1000,MILAN
05/14/2023,PICK ITI,3,500,1500,FRENDZ
05/15/2023,MILAN,2,450,900,FHERL
05/16/2023,PICK ITI,2,1200,300,VELLAGO
05/17/2023,PPC-EN,4,500,2000,MILAN
05/18/2023,PPC-JOINER,5,PRIVATE,5000,MILAN
05/18/2023,EN-PPC,2,500,1000,WE GO TRAVEL AND TOURS
05/18/2023,PPC-EN,4,PRIVATE,2000,VELLAGO
05/18/2023,EN-PPC,11,5850,4923,DA ROCK
05/19/2023,EN-JOINER,8,3800,,DA ROCK
05/20/2023,EN-JOINER,11,5500,4200,JUN BURNET
05/21/2023,PPC-PRIVATE,2,500,1000,MILAN
05/21/2023,EN-PPC,01-Jan,5000,4750,DA ROCK
05/21/2023,EN-PRIVATE,11,5400,,DA ROCK
05/21/2023,ITI,2,1000,,ARMAN
05/21/2023,EN-JOINER,8,3800,,ARMAN
05/21/2023,PPC-EN,2,500,1000,CORAZON TRAVEL AND TOURS
05/21/2023,EN-PPC,2,5000,5650,ARMAN
05/22/2023,PPC-EN,2,1200,300,VELLAGO
05/22/2023,ISLA A.-MARBERS,12,PRIVATE,3000,CORAZON TRAVEL AND TOURS
05/22/2023,EN-PPC,1,500,500,FRENDZ
05/22/2023,PICK ITI,2,charge-900,,VELLAGO
05/22/2023,EN-PPC,6,500,3000,MILAN
05/22/2023,PPC-EN,5,500,2500,MILAN
05/22/2023,EN-PPC,21,PRIVATE,10000,MILAN
05/22/2023,DROP ITI,2,450,900,ROLANDO aka INSTEK
05/23/2023,EN-PPC,2,500,1000,FRENDZ
05/24/2023,DROP ITI,2,1200,300,VELLAGO
05/25/2023,EN-PPC,3,500,1500,MILAN
05/26/2023,EN-PPC,4,500,2000,MILAN
05/27/2023,PPC-EN,1,500,500,MILAN
05/28/2023,EN-PPC,2,500,1000,MILAN
05/29/2023,DROP ITI,2,PRIVATE,1000,BAYVIEW
05/30/2023,TERRA S.,2,450,900,FHERL TO ANSLEY
05/31/2023,EN-PPC,2,500,1000,THUMPS UP
05/31/2023,PICK ITI,2,1200,300,VELLAGO
05/31/2023,DROP ITI,1,500,500,FRENDZ
06/13/2023,EN-PPC,2,500,1000,THUMPS UP
06/13/2023,DROP ITI,2,1200,300,VELLAGO
06/13/2023,EN-PPC,1,500,500,FRENDZ
06/13/2023,EN-PPC,4,500,2000,MILAN
06/13/2023,EN-PPC,2,500,1000,MILAN
06/13/2023,EN-PPC,1,500,500,FRENDZ
06/14/2023,PORT.BARTON,2,1200,300,VELLAGO
06/14/2023,EN-PPC,1,500,500,CORAZON TRAVEL AND TOURS
06/14/2023,EN-PPC,2,500,1000,ELNIDO BAYVIEW RESORT
06/14/2023,NAY ASTER,2,450,900,GFS TRAVELISTA
06/14/2023,EN-PPC,12+1,PRIVATE,5000,MILAN
06/14/2023,PPC-EN,5,500,2500,MILAN
06/14/2023,PPC-EN,2,600,1200,DOUBLEGEM
06/15/2023,EN-PPC,2,500,1000,THUMPS UP
06/16/2023,DROP ITI,2,1200,300,VELLAGO
06/17/2023,FRENDZ,7,500,3500,MILAN
06/17/2023,ONE EL NIDO,4,450,1800,FHERL 
06/18/2023,EN-PPC,4,500,2000,MILAN
06/18/2023,EN-PPC,2,450,900,JHEOFREY TO FHERL
06/18/2023,PICK ITI,2,1200,300,VELLAGO
06/18/2023,LA CASA,6,450,2700,ELME
06/18/2023,FRENDZ,2,450,900,FHERL 
06/18/2023,EN-PPC,1,500,500,CORAZON TRAVEL AND TOURS
06/18/2023,EN-PPC,1,500,500,FRENDZ
06/19/2023,PPC-EN,4,500,2000,MILAN
06/20/2023,EN-PPC,6,500,3000,MILAN
06/21/2023,EN-PPC,2,COMM.-200,,THUMPS UP
06/21/2023,EN-PPC,1,500,500,BAYVIEW
06/21/2023,LIME,2,450,450,FHERL TO MARVIN
06/21/2023,PPC-EN,2,500,1000,MILAN
06/21/2023,EN-PPC,2,500,1000,MILAN
06/21/2023,EN-PPC,2,500,1000,MILAN
06/21/2023,PICK ITI,1,500,500,THUMPS UP
06/21/2023,EN-PPC,2,500,1000,MILAN
06/21/2023,EN-PPC,2,500,1000,MILAN
06/21/2023,EN-PPC,4,500,2000,MILAN
06/21/2023,EN-ROXAS,1,350,350,THUMPS UP
06/21/2023,FRENDZ,1,400,,FHERL
06/21/2023,EN-PPC,2,500,1000,FRENDZ
06/21/2023,PPC-EN,6,500,3000,MILAN
06/22/2023,PPC-EN,1,1200,300,VELLAGO
06/22/2023,SEED DREAMS,3,450,1350,ELME
06/22/2023,FRENDZ,2,450,900,FHERL 
06/22/2023,DROP ITI,2,1200,300,VELLAGO
06/22/2023,EN-PPC,6,500,3000,MILAN
06/22/2023,PICK ITI,5,500,2500,MILAN
06/23/2023,EN-PPC,3,500,1500,MILAN
06/24/2023,EN-PPC,2,PRIVATE,1000,VELLAGO
06/25/2023,PPC-EN,7,PRIVATE,5000,MILAN
06/26/2023,NAY ASTER,1,450,450,GFS TRAVELISTA
06/27/2023,EN-PPC,2,450,900,MARVIN TO FHERL
06/28/2023,EN-PPC,1,450,450,FHERL TO MARVIN
06/29/2023,DROP ITI,2,1200,300,VELLAGO
06/30/2023,PPC-EN,2,PRIVATE,2000,VELLAGO
06/30/2023,MILAN,2,500,1000,MILAN
07/13/2023,PPC-EN,2,450,900,JHEOFREY TO FHERL
07/13/2023,MILAN,3,450,1350,ELME
07/13/2023,PPC-EN,4,500,2000,MILAN
07/13/2023,D ONLY PLACE,2,450,900,GFS TRAVELISTA
07/13/2023,PICK ITI,1,charge-900,,VELLAGO
07/13/2023,PICK ITI,2,1200,300,VELLAGO
07/13/2023,EN-PPC,1,500,500,MILAN
07/13/2023,PPC-EN,3,500,1500,MILAN
07/13/2023,EN-PPC,2,500,1000,MILAN
07/13/2023,DROP ITI,2,500,1000,ONE EL NIDO SUITE
07/14/2023,KIMURA,2,PRIVATE,2000,VELLAGO
07/14/2023,PPC-EN,6+1,PRIVATE,5000,MILAN
07/14/2023,PPC-EN,6,500,3000,MILAN
07/14/2023,PPC-EN,5,500,2500,MILAN
07/14/2023,PPC-EN,2,500,1000,MILAN
07/14/2023,DROP ITI,2,450,900,RONEL
07/15/2023,PPC-EN,2,500,1000,MILAN
07/16/2023,EN-PPC,2,500,1000,MILAN
07/17/2023,DROP ITI,2,450,900,FHERL 
07/17/2023,EN-PPC,2,500,1000,CORAZON TRAVEL AND TOURS
07/17/2023,PICK ITI,2,1200,300,VELLAGO
07/17/2023,EN-PPC,4+1,500,2500,MILAN
07/17/2023,DROP ITI,8,PRIVATE,1000,CASA HENERAL
